"","budget","id","original_language","popularity","production_companies","production_countries","release_date","revenue","runtime","status","title","vote_average","vote_count","genre_1","genre_2"
"2553",15000000,228970,"en",42.952942,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Pacific Standard"", ""id"": 15829}, {""name"": ""bob industries"", ""id"": 93542}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-05,52501541,115,"Released","Wild",7,951,"Drama",NA
"2554",15000000,18405,"en",19.760383,"[{""name"": ""Rogue Pictures"", ""id"": 134}, {""name"": ""Film Afrika"", ""id"": 773}, {""name"": ""Sean S. Cunningham Films"", ""id"": 17611}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-03-13,32721635,110,"Released","The Last House on the Left",6.2,440,"Crime","Thriller"
"2555",15000000,6961,"en",10.194097,"[{""name"": ""26 Films"", ""id"": 2157}, {""name"": ""Gold Circle Films"", ""id"": 12026}, {""name"": ""Visionview Production"", ""id"": 29018}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-02-04,47175038,88,"Released","The Wedding Date",6.2,230,"Comedy","Romance"
"2556",13000000,11442,"en",11.045593,"[{""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-07-01,37664855,94,"Released","Halloween: Resurrection",4.5,228,"Horror","Thriller"
"2557",16000000,2493,"en",44.533612,"[{""name"": ""Act III Communications"", ""id"": 1153}, {""name"": ""The Princess Bride Ltd."", ""id"": 49243}, {""name"": ""Buttercup Films Ltd."", ""id"": 49244}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-09-18,30857814,98,"Released","The Princess Bride",7.6,1486,"Adventure","Family"
"2558",15000000,14047,"en",10.84158,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Harpo Films"", ""id"": 3298}, {""name"": ""Marshall Production"", ""id"": 8801}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-12-27,30226144,126,"Released","The Great Debaters",6.9,151,"Drama",NA
"2559",15000000,64690,"en",49.294864,"[{""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Odd Lot Entertainment"", ""id"": 3263}, {""name"": ""FilmDistrict"", ""id"": 7263}, {""name"": ""Motel Movies"", ""id"": 11337}, {""name"": ""Newbridge Film Capital"", ""id"": 46625}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-08-06,78054825,100,"Released","Drive",7.4,3725,"Drama","Action"
"2560",15000000,11132,"en",7.424798,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-02-17,29331068,89,"Released","Confessions of a Teenage Drama Queen",5.1,221,"Comedy",NA
"2561",15000000,17127,"en",5.164281,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-04-17,46905889,111,"Released","The Object of My Affection",5.6,72,"Comedy","Drama"
"2562",15000000,1562,"en",34.759855,"[{""name"": ""DNA Films"", ""id"": 284}, {""name"": ""Figment Films"", ""id"": 359}, {""name"": ""Sociedad General de Cine S.A."", ""id"": 785}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Fox Atomic"", ""id"": 2890}, {""name"": ""Koan Films"", ""id"": 10890}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2007-04-26,64238440,100,"Released","28 Weeks Later",6.5,1197,"Horror","Thriller"
"2563",15000000,232679,"en",7.297757,"[{""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""Affirm Films"", ""id"": 10156}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-22,30127963,115,"Released","When the Game Stands Tall",6.3,130,"Drama",NA
"2564",14000000,17880,"en",3.334804,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-02-18,32645546,106,"Released","Because of Winn-Dixie",6.1,61,"Comedy","Drama"
"2565",20000000,14736,"en",2.027393,"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-04-21,27728118,124,"Released","Love & Basketball",7.4,88,"Action","Comedy"
"2566",0,9434,"en",13.817269,"[{""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Roger Birnbaum Productions"", ""id"": 961}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-04-11,28084357,107,"Released","Grosse Pointe Blank",6.9,275,"Action","Comedy"
"2567",15000000,23706,"en",13.237835,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Fortis Films"", ""id"": 4258}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Radar Pictures"", ""id"": 14718}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-04,40105542,99,"Released","All About Steve",4.7,295,"Comedy",NA
"2568",0,11531,"en",3.890223,"[{""name"": ""Artisan Entertainment"", ""id"": 2188}, {""name"": ""Haxan Films"", ""id"": 15160}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-10-27,0,90,"Released","Book of Shadows: Blair Witch 2",4.3,212,"Mystery","Thriller"
"2569",15000000,9100,"en",19.517239,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-05-03,24769466,101,"Released","The Craft",6.3,380,"Drama","Fantasy"
"2570",15000000,116,"en",30.669913,"[{""name"": ""DreamWorks"", ""id"": 7}]","[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""LU"", ""name"": ""Luxembourg""}, {""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-10-26,85306374,124,"Released","Match Point",7.3,1105,"Drama","Thriller"
"2571",0,38843,"en",9.681147,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""DiNovi Pictures"", ""id"": 813}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-07-23,0,103,"Released","Ramona and Beezus",6.1,245,"Comedy","Family"
"2572",11500000,1245,"en",15.355589,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Merchant Ivory Productions"", ""id"": 2370}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-11-05,23237911,134,"Released","The Remains of the Day",7.5,202,"Drama","Romance"
"2573",15000000,4995,"en",19.85579,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Ghoulardi Film Company"", ""id"": 178}, {""name"": ""Lawrence Gordon Productions"", ""id"": 840}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-09-11,43101594,155,"Released","Boogie Nights",7.5,796,"Drama",NA
"2574",0,10413,"en",11.689337,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-01-15,0,94,"Released","Nowhere to Run",5.5,119,"Action","Adventure"
"2575",15000000,14012,"en",3.043589,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Zucker/Netter Productions"", ""id"": 12194}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-10-20,2.1e+07,95,"Released","Flicka",6.1,52,"Drama",NA
"2576",15000000,9793,"en",17.141376,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Craven-Maddalena Films"", ""id"": 1600}, {""name"": ""Fox Atomic"", ""id"": 2890}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-03-22,0,89,"Released","The Hills Have Eyes 2",5.2,351,"Horror","Thriller"
"2577",14000000,12212,"en",8.885017,"[{""name"": ""Original Film"", ""id"": 333}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Canal+ Droits Audiovisuels"", ""id"": 53473}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-09-19,38574362,97,"Released","Urban Legends: Final Cut",4.4,100,"Horror",NA
"2578",0,13768,"en",4.115398,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-10-11,0,90,"Released","Tuck Everlasting",6.4,128,"Fantasy","Drama"
"2579",20000000,8975,"en",7.679336,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Pacific Film and Television Commission"", ""id"": 4024}, {""name"": ""WWE Studios"", ""id"": 10339}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-10-13,22165608,92,"Released","The Marine",5,163,"Action","Adventure"
"2580",15000000,342521,"en",18.268009,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-04-21,20566327,94,"Released","Keanu",6,421,"Action","Comedy"
"2581",15000000,45272,"en",7.809701,"[{""name"": ""Maguire Entertainment"", ""id"": 2236}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Sony Pictures Home Entertainment"", ""id"": 5388}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-12-22,20529194,117,"Released","Country Strong",5.9,80,"Drama","Romance"
"2582",15000000,9424,"en",9.378688,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Beacon Communications"", ""id"": 919}, {""name"": ""Hoyts Film Partnership"", ""id"": 2848}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Behavioral Problem Productions Ltd."", ""id"": 33088}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-07-24,17507368,84,"Released","Disturbing Behavior",5.5,104,"Mystery","Horror"
"2583",15000000,97367,"en",35.395129,"[{""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Electric City Entertainment"", ""id"": 8600}, {""name"": ""Verisimilitude"", ""id"": 22632}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-03-20,35485608,140,"Released","The Place Beyond the Pines",6.8,1653,"Drama","Crime"
"2584",15000000,254904,"en",45.317278,"[{""name"": ""Irish Dreamtime"", ""id"": 597}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""SPD Films"", ""id"": 57944}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-27,32556119,108,"Released","The November Man",6,639,"Crime","Action"
"2585",15000000,18681,"en",4.302941,"[{""name"": ""Destination Films"", ""id"": 769}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1999-09-04,0,109,"Released","Eye of the Beholder",5.3,42,"Drama","Mystery"
"2586",15000000,12162,"en",47.006162,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Kingsgate Films"", ""id"": 770}, {""name"": ""Grosvenor Park Media Ltd."", ""id"": 2053}, {""name"": ""Voltage Pictures"", ""id"": 10255}, {""name"": ""Film Capital Europe Funds (FCEF )"", ""id"": 20343}, {""name"": ""First Light Production"", ""id"": 20344}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-10,4.2e+07,131,"Released","The Hurt Locker",7.2,1840,"Drama","Thriller"
"2587",15000000,11495,"en",11.379652,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-05-11,17080167,114,"Released","Firestarter",5.9,173,"Fantasy","Drama"
"2588",15000000,64689,"en",24.612603,"[{""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""1984 Private Defense Contractors"", ""id"": 8532}, {""name"": ""Annapurna Pictures"", ""id"": 13184}, {""name"": ""Inferno Entertainment"", ""id"": 13648}, {""name"": ""Chockstone Pictures"", ""id"": 13649}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-09-20,37930465,97,"Released","Killing Them Softly",5.8,742,"Crime","Thriller"
"2589",15000000,157849,"en",26.708193,"[{""name"": ""Senator Film Produktion"", ""id"": 191}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Demarest Films"", ""id"": 13241}, {""name"": ""The Ink Factory"", ""id"": 28275}, {""name"": ""Potboiler Productions"", ""id"": 36615}, {""name"": ""Amusement Park Films"", ""id"": 36616}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2014-07-25,31554855,121,"Released","A Most Wanted Man",6.5,541,"Thriller",NA
"2590",0,13166,"en",8.710294,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""MBST/Lloyd Productions"", ""id"": 51708}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-04-18,0,87,"Released","Freddy Got Fingered",4.6,115,"Comedy",NA
"2591",0,15511,"en",1.800119,"[{""name"": ""Starz Animation"", ""id"": 2885}, {""name"": ""Big Idea Productions"", ""id"": 3204}, {""name"": ""Arc Productions"", ""id"": 10280}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-01-11,0,85,"Released","VeggieTales: The Pirates Who Don't Do Anything",5.9,25,"Adventure","Animation"
"2592",15000000,37003,"en",0.335195,"[{""name"": ""National Geographic Entertainment"", ""id"": 11522}, {""name"": ""3ality Digital Entertainment"", ""id"": 80711}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-05-19,22730842,85,"Released","U2 3D",6.7,10,"Music","Documentary"
"2593",25000000,12211,"en",11.782725,"[{""name"": ""Davis-Panzer Productions"", ""id"": 2737}, {""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-09-01,15843608,87,"Released","Highlander: Endgame",4.4,104,"Action","Fantasy"
"2594",0,13816,"en",2.711955,"[{""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Forensic Films"", ""id"": 2813}, {""name"": ""HBO Films"", ""id"": 7429}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-08-25,0,121,"Released","Idlewild",5.1,17,"Crime","Drama"
"2595",15000000,51828,"en",16.629173,"[{""name"": ""Film 4"", ""id"": 2335}, {""name"": ""Color Force"", ""id"": 5420}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-02,59389433,107,"Released","One Day",7,978,"Drama","Romance"
"2596",15000000,22798,"en",20.05902,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Mandate Pictures"", ""id"": 771}, {""name"": ""Vincent Pictures"", ""id"": 8818}, {""name"": ""Barry Mendel Productions"", ""id"": 17032}, {""name"": ""Flower Films (II)"", ""id"": 19813}, {""name"": ""Rye Road Productions"", ""id"": 93521}, {""name"": ""Babe Ruthless Productions"", ""id"": 93522}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-13,16633035,111,"Released","Whip It",6.7,357,"Drama",NA
"2597",15000000,7501,"en",8.113634,"[{""name"": ""Lawrence Bender Productions"", ""id"": 2253}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-09-07,1.2e+07,92,"Released","Knockaround Guys",5.9,97,"Crime","Thriller"
"2598",0,10743,"en",9.87419,"[{""name"": ""Cinerenta Medienbeteiligungs KG"", ""id"": 995}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Ignite Entertainment"", ""id"": 4131}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-04-25,0,97,"Released","Confidence",6.4,126,"Action","Comedy"
"2599",0,37718,"en",2.857936,"[{""name"": ""October Films"", ""id"": 236}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-08-27,0,97,"Released","The Muse",5.3,31,"Fantasy","Comedy"
"2600",20000000,15237,"en",3.138118,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Winkler Films"", ""id"": 8880}, {""name"": ""Potboiler Productions"", ""id"": 36615}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-07-02,0,125,"Released","De-Lovely",6.3,32,"Drama","Music"
"2601",15000000,9686,"en",6.684096,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-03-10,0,124,"Released","New York Stories",6.2,64,"Comedy","Drama"
"2602",0,17644,"en",0.722911,"[{""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Lyrick Studios"", ""id"": 91005}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-01-01,0,76,"Released","Barney's Great Adventure",2.9,8,"Family",NA
"2603",15000000,97430,"en",17.672021,"[{""name"": ""Arcade Pictures"", ""id"": 11112}, {""name"": ""Iron Fists"", ""id"": 11113}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-11-02,15608545,96,"Released","The Man with the Iron Fists",5.2,358,"Action",NA
"2604",15000000,12257,"en",3.033471,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Baltimore Pictures"", ""id"": 11407}, {""name"": ""Kasdan Pictures"", ""id"": 13040}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-11-25,10443316,93,"Released","Home Fries",4.8,32,"Drama","Comedy"
"2605",0,13539,"en",3.313257,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Friendly Productions"", ""id"": 89439}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-03-23,0,96,"Released","Here On Earth",5.4,48,"Romance",NA
"2606",15000000,68,"en",41.089863,"[{""name"": ""Embassy International Pictures"", ""id"": 10214}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1985-02-20,0,132,"Released","Brazil",7.5,861,"Comedy","Science Fiction"
"2607",15000000,14024,"en",10.9071,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""FilmEngine"", ""id"": 816}, {""name"": ""Brookwell-McNamara Entertainment"", ""id"": 3235}, {""name"": ""ChickFlick Productions"", ""id"": 15312}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-08-10,14867514,103,"Released","Raise Your Voice",6,211,"Music","Drama"
"2608",15000000,115,"en",49.230089,"[{""name"": ""Gramercy Pictures"", ""id"": 37}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-03-06,46189568,117,"Released","The Big Lebowski",7.8,2926,"Comedy","Crime"
"2609",15000000,7874,"en",11.429607,"[{""name"": ""Paramount Classics"", ""id"": 2315}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-12-08,10903846,116,"Released","Black Snake Moan",6.6,243,"Drama",NA
"2610",15000000,4911,"en",6.373316,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""IM Filmproduktion"", ""id"": 1809}, {""name"": ""Cosmic Pictures"", ""id"": 1810}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Alphaville Films"", ""id"": 11462}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-12-14,9237470,118,"Released","Dark Blue",6.5,85,"Action","Crime"
"2611",16000000,1988,"en",9.717392,"[{""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Revolution Films"", ""id"": 163}, {""name"": ""Paramount Vantage"", ""id"": 838}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""PK"", ""name"": ""Pakistan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-01-01,18928871,100,"Released","A Mighty Heart",6.7,95,"Drama","Thriller"
"2612",15000000,16222,"en",8.074807,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-03-31,9902115,94,"Released","Whatever It Takes",5,37,"Drama","Comedy"
"2613",20000000,9557,"en",7.034752,"[{""name"": ""Motion Picture Corporation of America"", ""id"": 2090}, {""name"": ""Artisan Entertainment"", ""id"": 2188}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-10-01,8586376,94,"Released","Boat Trip",4.7,146,"Comedy",NA
"2614",0,9026,"en",7.250379,"[{""name"": ""Ealing Studios"", ""id"": 2650}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-05-17,0,97,"Released","The Importance of Being Earnest",6.7,127,"Comedy","Drama"
"2615",0,57943,"en",0.116873,"[]","[]",1998-02-01,0,98,"Released","The Love Letter",4.7,3,"Comedy","Drama"
"2616",0,18276,"en",7.712206,"[{""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Hoot Productions LLC"", ""id"": 8926}, {""name"": ""Walden Media"", ""id"": 10221}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-05-05,0,91,"Released","Hoot",5.5,44,"Drama","Family"
"2617",15000000,8321,"en",25.329493,"[{""name"": ""Blueprint Pictures"", ""id"": 2376}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Twins Financing"", ""id"": 20899}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-02-08,34533783,107,"Released","In Bruges",7.4,1388,"Comedy","Drama"
"2618",15,72359,"en",5.112809,"[{""name"": ""34th Street Films"", ""id"": 5984}, {""name"": ""Homegrown Pictures"", ""id"": 8840}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-05-09,0,95,"Released","Peeples",5.6,26,"Comedy",NA
"2619",15000000,10186,"en",13.832376,"[{""name"": ""Fox Atomic"", ""id"": 2890}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-08-20,8762890,102,"Released","The Rocker",5.6,156,"Comedy","Music"
"2620",15000000,25704,"en",7.446069,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Cold Spring Pictures"", ""id"": 2363}, {""name"": ""The Montecito Picture Company"", ""id"": 2364}, {""name"": ""Fox Atomic"", ""id"": 2890}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-21,6405245,89,"Released","Post Grad",5,100,"Comedy",NA
"2621",15000000,133694,"en",13.568302,"[{""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Media Farm"", ""id"": 29311}, {""name"": ""Sunday Night"", ""id"": 29312}, {""name"": ""Pearl Street Films"", ""id"": 29313}]","[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-09-23,8138788,106,"Released","Promised Land",6,243,"Drama",NA
"2622",15000000,19265,"en",21.857387,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Gravier Productions"", ""id"": 1824}, {""name"": ""Perdido Productions"", ""id"": 12966}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-06-19,35097815,92,"Released","Whatever Works",6.8,350,"Comedy","Romance"
"2623",15000000,36047,"en",0.249245,"[{""name"": ""Morgan Creek Productions"", ""id"": 10210}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-07-19,5217498,105,"Released","The In Crowd",4.7,15,"Thriller",NA
"2624",15000000,8053,"en",12.163832,"[{""name"": ""The Javelina Film Company"", ""id"": 2322}, {""name"": ""EuropaCorp"", ""id"": 6896}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2005-11-17,12036149,121,"Released","The Three Burials of Melquiades Estrada",7,177,"Adventure","Crime"
"2625",0,2290,"en",8.962245,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Global Entertainment Productions GmbH & Company Medien KG"", ""id"": 9269}, {""name"": ""Blue Wolf"", ""id"": 10230}, {""name"": ""Kasso Inc. Productions"", ""id"": 22684}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-09-16,0,120,"Released","Jakob the Liar",6,90,"Comedy","Drama"
"2626",15000000,5236,"en",32.690038,"[{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-09-05,15785148,103,"Released","Kiss Kiss Bang Bang",7.2,886,"Action","Comedy"
"2627",25000000,6552,"en",8.583217,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Team Todd"", ""id"": 598}, {""name"": ""Licht/Mueller Film Corporation"", ""id"": 6092}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-04-30,4152230,92,"Released","Idle Hands",6.1,182,"Thriller","Comedy"
