"","budget","popularity","revenue","runtime","vote_average","vote_count","genre_1","genre_2","release_month"
"2558",1.5e+07,10.84158,30226144,126,6.9,151,"Drama","NA","12"
"2560",1.5e+07,7.424798,29331068,89,5.1,221,"Comedy","NA","2"
"2561",1.5e+07,5.164281,46905889,111,5.6,72,"Comedy","Drama","4"
"2562",1.5e+07,34.759855,64238440,100,6.5,1197,"Horror","Thriller","4"
"2563",1.5e+07,7.297757,30127963,115,6.3,130,"Drama","NA","8"
"2564",1.4e+07,3.334804,32645546,106,6.1,61,"Comedy","Drama","2"
"2565",2e+07,2.027393,27728118,124,7.4,88,"Action","Comedy","4"
"2566",1.2e+08,13.817269,28084357,107,6.9,275,"Action","Comedy","4"
"2567",1.5e+07,13.237835,40105542,99,4.7,295,"Comedy","NA","9"
"2568",84355182.11,3.890223,NA,90,4.3,212,"Mystery","Thriller","10"
"2569",1.5e+07,19.517239,24769466,101,6.3,380,"Drama","Fantasy","5"
"2570",1.5e+07,30.669913,85306374,124,7.3,1105,"Drama","Thriller","10"
"2571",106238590.6,9.681147,NA,103,6.1,245,"Comedy","Family","7"
"2572",11500000,15.355589,23237911,134,7.5,202,"Drama","Romance","11"
"2573",1.5e+07,19.85579,43101594,155,7.5,796,"Drama","NA","9"
"2574",57272952.93,11.689337,NA,94,5.5,119,"Action","Adventure","1"
"2575",1.5e+07,3.043589,2.1e+07,95,6.1,52,"Drama","NA","10"
"2576",1.5e+07,17.141376,NA,89,5.2,351,"Horror","Thriller","3"
"2577",1.4e+07,8.885017,38574362,97,4.4,100,"Horror","NA","9"
"2578",74542621.31,4.115398,NA,90,6.4,128,"Fantasy","Drama","10"
"2579",2e+07,7.679336,22165608,92,5,163,"Action","Adventure","10"
"2580",1.5e+07,18.268009,20566327,94,6,421,"Action","Comedy","4"
"2581",1.5e+07,7.809701,20529194,117,5.9,80,"Drama","Romance","12"
"2582",1.5e+07,9.378688,17507368,84,5.5,104,"Mystery","Horror","7"
"2583",1.5e+07,35.395129,35485608,140,6.8,1653,"Drama","Crime","3"
"2584",1.5e+07,45.317278,32556119,108,6,639,"Crime","Action","8"
"2585",1.5e+07,4.302941,NA,109,5.3,42,"Drama","Mystery","9"
"2587",1.5e+07,11.379652,17080167,114,5.9,173,"Fantasy","Drama","5"
"2588",1.5e+07,24.612603,37930465,97,5.8,742,"Crime","Thriller","9"
"2589",1.5e+07,26.708193,31554855,121,6.5,541,"Thriller","NA","7"
"2590",1.05e+08,8.710294,NA,87,4.6,115,"Comedy","NA","4"
"2591",69407582.96,1.800119,NA,85,5.9,25,"Adventure","Animation","1"
"2592",1.5e+07,0.335195,22730842,85,6.7,10,"Music","Documentary","5"
"2593",2.5e+07,11.782725,15843608,87,4.4,104,"Action","Fantasy","9"
"2594",90474777.04,2.711955,NA,121,5.1,17,"Crime","Drama","8"
"2595",1.5e+07,16.629173,59389433,107,7,978,"Drama","Romance","3"
"2596",1.5e+07,20.05902,16633035,111,6.7,357,"Drama","NA","9"
"2597",1.5e+07,8.113634,1.2e+07,92,5.9,97,"Crime","Thriller","9"
"2598",59441843.2,9.87419,NA,97,6.4,126,"Action","Comedy","4"
"2599",91193560,2.857936,NA,97,5.3,31,"Fantasy","Comedy","8"
"2600",2e+07,3.138118,NA,125,6.3,32,"Drama","Music","7"
"2601",1.5e+07,6.684096,NA,124,6.2,64,"Comedy","Drama","3"
"2602",75904220.08,0.722911,NA,76,2.9,8,"Family","NA","1"
"2603",1.5e+07,17.672021,15608545,96,5.2,358,"Action","NA","11"
"2604",1.5e+07,3.033471,10443316,93,4.8,32,"Drama","Comedy","11"
"2605",86978937.21,3.313257,NA,96,5.4,48,"Romance","NA","3"
"2606",1.5e+07,41.089863,NA,132,7.5,861,"Comedy","Science Fiction","2"
"2607",1.5e+07,10.9071,14867514,103,6,211,"Music","Drama","8"
"2609",1.5e+07,11.429607,10903846,116,6.6,243,"Drama","NA","12"
"2610",1.5e+07,6.373316,9237470,118,6.5,85,"Action","Crime","12"
"2611",1.6e+07,9.717392,18928871,100,6.7,95,"Drama","Thriller","1"
"2612",1.5e+07,8.074807,9902115,94,5,37,"Drama","Comedy","3"
"2613",2e+07,7.034752,8586376,94,4.7,146,"Comedy","NA","10"
"2614",88796245.94,7.250379,NA,97,6.7,127,"Comedy","Drama","5"
"2615",112797482.1,0.116873,NA,98,4.7,3,"Comedy","Drama","2"
"2616",75070079.28,7.712206,NA,91,5.5,44,"Drama","Family","5"
"2617",1.5e+07,25.329493,34533783,107,7.4,1388,"Comedy","Drama","2"
"2618",15,5.112809,NA,95,5.6,26,"Comedy","NA","5"
"2619",1.5e+07,13.832376,8762890,102,5.6,156,"Comedy","Music","8"
"2620",1.5e+07,7.446069,6405245,89,5,100,"Comedy","NA","8"
"2621",1.5e+07,13.568302,8138788,106,6,243,"Drama","NA","9"
"2622",1.5e+07,21.857387,35097815,92,6.8,350,"Comedy","Romance","6"
"2623",1.5e+07,0.249245,5217498,105,4.7,15,"Thriller","NA","7"
"2624",1.5e+07,12.163832,12036149,121,7,177,"Adventure","Crime","11"
"2625",95264564.82,8.962245,NA,120,6,90,"Comedy","Drama","9"
"2626",1.5e+07,32.690038,15785148,103,7.2,886,"Action","Comedy","9"
"2627",2.5e+07,8.583217,4152230,92,6.1,182,"Thriller","Comedy","4"
"2628",1.5e+07,31.60985,20117339,147,7.6,1477,"Thriller","Drama","5"
"2629",149715710,12.295216,NA,98,5.4,87,"Drama","Fantasy","1"
"2630",2.2e+07,12.4654,NA,98,5.8,251,"Comedy","Drama","5"
"2631",1.5e+07,30.983397,9455232,104,6.8,737,"Drama","Romance","9"
"2632",97250400,1.485324,NA,276,7,12,"Drama","NA","8"
"2633",1.5e+07,11.428903,5926410,111,6.5,195,"Thriller","Crime","1"
"2634",1.5e+07,5.484679,NA,98,4.8,27,"Adventure","Drama","1"
"2635",62138396.14,5.770246,NA,111,6.5,12,"Comedy","Drama","10"
"2636",1.5e+07,15.175289,7938872,112,6.3,545,"Horror","Thriller","10"
"2637",78586529.44,2.414721,NA,100,5.5,31,"Drama","Thriller","9"
"2638",105211264.5,0.470645,NA,116,6.6,23,"Drama","NA","11"
"2639",92620000,32.351527,650422,153,8,657,"Drama","Science Fiction","1"
"2640",1.2e+07,17.493735,9584131,84,6.5,565,"Action","Thriller","11"
"2641",8e+06,6.932221,529766,116,6.7,85,"Drama","Crime","12"
"2642",1.5e+07,8.142166,632542,105,6.6,157,"Action","Drama","8"
"2643",1.5e+07,6.329672,NA,98,6.5,93,"Drama","Comedy","9"
"2644",95644227.77,7.744166,NA,105,7.4,100,"Thriller","Drama","6"
"2645",8500000,9.029489,8936663,98,6,152,"Adventure","Action","12"
"2646",1.2e+07,22.708647,6814789,97,5.9,386,"Adventure","Action","2"
"2647",1.5e+07,2.609057,76382,93,5,22,"Drama","Action","6"
"2648",1.5e+07,19.913961,3533227,98,6,290,"Mystery","Drama","8"
"2649",1.5e+07,1.897761,NA,107,5.2,5,"Drama","NA","9"
"2650",1.5e+07,7.701186,NA,90,4.8,92,"Drama","Thriller","11"
"2651",1.5e+07,1.833058,23000,99,6.1,7,"Action","Comedy","10"
"2652",1.5e+07,12.185204,20380,93,5.7,41,"Comedy","Drama","1"
"2653",47017753.16,2.500218,NA,141,5.6,31,"Drama","Fantasy","7"
"2654",2e+07,6.459787,27187375,85,5.8,72,"Animation","Adventure","7"
"2655",7e+06,49.808505,NA,110,5.6,670,"Thriller","Science Fiction","10"
"2656",100127908.8,4.901936,NA,105,4.8,36,"Action","Adventure","1"
"2657",1.5e+07,0.738646,NA,NA,7.3,12,"Drama","NA","12"
"2658",1.5e+07,5.294319,NA,119,6.7,65,"Drama","Action","3"
"2659",69771781.82,0.165367,NA,124,4.5,2,"Drama","Foreign","6"
"2661",14800000,29.660993,122513057,115,6.3,706,"Comedy","Drama","7"
"2662",14500000,41.493042,147298761,120,6.7,1374,"Drama","Romance","10"
"2663",1e+07,10.072199,17511906,111,7.2,196,"Drama","War","9"
"2664",14500000,4.389363,NA,98,5.8,9,"Drama","NA","8"
"2665",1.4e+07,37.380435,159157447,131,7.7,1113,"Western","NA","8"
"2666",14200000,7.05145,674918,139,6.9,78,"Drama","NA","5"
"2668",1.4e+07,16.742972,320145693,119,6.6,291,"Drama","Romance","9"
"2669",1.4e+07,45.473484,4.63e+08,119,7,1746,"Romance","Comedy","3"
"2670",90610075.03,15.474831,239606210,110,5.5,303,"Adventure","Comedy","5"
"2671",85894897.9,4.289676,NA,101,5,10,"Thriller","Mystery","3"
"2672",1.4e+07,25.949277,161001698,145,6.7,395,"Drama","War","12"
"2673",1.4e+07,22.409117,154864401,98,6.8,491,"Comedy","NA","9"
"2674",1.5e+07,13.706357,100734718,101,5.3,299,"Mystery","Horror","1"
"2675",1.3e+07,6.92205,75511123,114,6.1,88,"Drama","Music","5"
"2676",1.4e+07,27.17347,185438673,125,6.6,507,"Adventure","Action","7"
"2677",1.4e+07,12.159009,72527595,99,5.6,290,"Horror","Thriller","9"
"2678",106604555.9,4.448494,NA,111,6.2,45,"Comedy","Drama","2"
"2679",1.4e+07,13.13724,34793160,107,6.5,135,"Action","Adventure","1"
"2680",70838999.78,4.04701,NA,81,5.1,83,"Comedy","Family","10"
"2681",1.3e+07,23.3784,114956699,105,6.2,527,"History","Drama","12"
"2682",82562289.64,1.446172,NA,82,6.4,22,"Action","Adventure","10"
"2683",1.4e+07,3.650857,27515786,109,6.9,47,"Drama","Romance","7"
"2684",1.4e+07,5.102258,25482931,95,5.8,48,"Action","Adventure","3"
"2685",1.4e+07,6.772615,19800000,100,4.5,111,"Comedy","Horror","10"
"2686",1.4e+07,11.543363,30749142,118,4.5,133,"Horror","Thriller","6"
"2687",105418386.4,7.436315,NA,83,5.3,142,"Horror","Thriller","5"
"2688",1.4e+07,14.813614,NA,83,4.4,180,"Comedy","Romance","8"
"2689",1.4e+07,20.792603,22852638,98,6.2,351,"Thriller","Mystery","6"
"2690",1.4e+07,6.733485,21409028,103,5.7,39,"Comedy","NA","3"
"2691",77488748.39,7.708227,NA,96,5.6,49,"Comedy","NA","8"
"2692",1.2e+07,2.238646,21001563,117,5.8,32,"Comedy","Drama","3"
"2693",37289933.27,7.866961,NA,92,5.5,124,"Horror","Thriller","10"
"2694",53448308.83,3.876242,NA,155,6.1,67,"Drama","Music","6"
"2695",70135992.37,1.89218,NA,115,6.7,31,"Comedy","Drama","5"
"2696",1.1e+07,4.536745,13196245,90,5,55,"Comedy","Romance","3"
"2697",1.1e+07,11.220643,16951798,91,4.5,291,"Horror","Science Fiction","7"
"2698",111164338.2,11.706309,NA,120,6.4,119,"History","Drama","9"
"2699",1.4e+07,4.66723,10424470,86,5.3,73,"Comedy","Romance","2"
"2700",1.4e+07,7.487843,11417362,87,5.5,134,"Comedy","NA","10"
"2701",1.4e+07,13.65494,19777647,112,7.4,283,"Drama","NA","5"
"2702",2.6e+07,11.942862,14821658,136,6.9,240,"Romance","Drama","10"
"2703",1.4e+07,5.833687,5108820,90,5.5,68,"Drama","Mystery","4"
"2704",1.4e+07,6.370267,NA,107,6.2,21,"Drama","Romance","1"
"2705",90514437.31,4.052219,4291965,101,6.4,25,"Action","Drama","10"
"2706",89970205.24,3.231848,NA,84,4.4,49,"Horror","Mystery","9"
"2707",1.4e+07,0.900442,2474000,139,5.2,10,"Drama","Romance","3"
"2708",83817971.55,8.387573,NA,93,6.3,108,"Comedy","Romance","1"
"2709",59813274.62,0.633004,NA,127,5.8,1,"Action","Adventure","11"
"2710",89919441.75,9.242554,5405500,150,6.3,204,"History","Drama","10"
"2711",74446926.42,1.866443,NA,104,5.8,22,"Drama","Romance","5"
"2712",55788304.75,5.930533,NA,132,7.1,75,"Drama","History","2"
"2713",1.2e+07,4.930129,NA,117,6.7,57,"History","Action","9"
"2714",116702497.8,8.747922,NA,113,6.3,55,"Comedy","Drama","9"
"2715",1.4e+07,4.898424,46495,149,6.1,86,"Drama","NA","9"
"2716",108,7.410523,NA,90,4,97,"Comedy","Horror","10"
"2717",1.4e+07,24.210698,1755212,89,7.4,418,"Romance","Drama","8"
"2718",1.4e+07,44.135568,178043761,134,7.5,1480,"Drama","Romance","9"
"2719",1.2e+07,16.051328,NA,97,6.9,803,"Comedy","Drama","7"
"2720",13500000,9.982885,29027914,107,6.9,144,"Drama","Romance","9"
"2721",1.4e+07,16.618874,12314651,93,5,354,"Comedy","NA","2"
"2722",13500000,7.261196,7060876,124,6.8,128,"Drama","NA","11"
"2723",1.5e+07,32.306455,19422261,110,6.7,1206,"Comedy","Crime","9"
"2724",155657137.4,4.722403,NA,105,6,27,"Drama","Mystery","1"
"2725",18339750,32.445895,92180910,156,7.7,1037,"Drama","History","9"
"2726",12806000,17.363739,38535221,125,7.2,219,"Drama","NA","9"
"2727",13300000,29.782161,5380251,108,6,1102,"Thriller","Science Fiction","3"
"2728",1.3e+07,18.362333,123922370,121,7.1,642,"Comedy","Drama","12"
"2729",13400000,0.680753,16700000,100,4.7,7,"Action","Comedy","12"
"2730",1.3e+07,6.735922,98441954,105,4.8,154,"Documentary","Music","2"
"2733",1.3e+07,9.969624,91038276,112,6.3,352,"Drama","Family","1"
"2734",7e+06,17.113408,72500000,99,5.8,281,"Horror","Thriller","8"
"2735",1.6e+07,10.248439,7.7e+07,117,6.7,186,"Drama","NA","3"
"2736",1.3e+07,25.316146,73180723,83,5.2,509,"Comedy","NA","12"
"2737",1.3e+07,9.499325,44726644,107,6.6,258,"Crime","Action","8"
"2738",1.3e+07,43.791745,54837234,102,7.1,763,"Comedy","NA","10"
"2739",12500000,11.828068,49002684,100,6,210,"Comedy","Romance","2"
"2740",1.6e+07,54.550275,53478166,97,7.3,1701,"Comedy","Romance","3"
"2741",1.3e+07,13.525704,NA,88,5.7,151,"Comedy","Family","5"
"2742",90280101.3,12.963328,NA,84,5.7,157,"Comedy","NA","2"
"2743",1.7e+07,60.829621,119100758,86,6.2,1567,"Horror","Drama","6"
"2745",47594802.82,7.964289,NA,89,4.8,51,"Comedy","Family","2"
"2746",1.3e+07,2.388918,NA,117,7.1,29,"Comedy","Drama","11"
"2747",1.2e+07,4.580081,36450736,97,3.3,75,"Science Fiction","Comedy","3"
"2748",1.3e+07,6.425528,27007143,91,6.1,109,"Action","Adventure","4"
"2749",1.2e+07,4.63093,NA,100,5.7,46,"Comedy","Drama","7"
"2750",1.3e+07,16.681567,35763605,84,5.8,308,"Drama","Horror","11"
"2751",13200000,24.656068,53830415,83,5.6,181,"Crime","Thriller","9"
"2752",1.8e+07,37.104353,57096190,126,6.7,1399,"Science Fiction","Horror","11"
"2754",1.3e+07,27.546914,22863596,112,7.3,1101,"Fantasy","Drama","9"
"2755",6e+06,2.27213,NA,90,6.6,17,"Comedy","Romance","9"
"2756",1.3e+07,17.371327,45300000,89,5.7,290,"Family","Adventure","6"
"2757",1.3e+07,6.130096,16929123,99,6.6,96,"Drama","Romance","6"
"2758",1.9e+07,24.47248,68673228,141,7.2,541,"Action","Adventure","12"
"2759",1.3e+07,6.764437,11130889,104,6.2,123,"Adventure","Comedy","10"
"2760",1.3e+07,1.750054,8026971,84,5.5,10,"Comedy","Romance","5"
"2762",85152009.45,9.066881,NA,82,6.5,66,"Comedy","NA","6"
"2763",1.3e+07,6.170139,7820688,95,6.4,135,"Comedy","Crime","4"
"2764",1.3e+07,4.742537,27500000,94,5.7,67,"Comedy","NA","8"
"2765",78949064.1,1.212956,NA,99,6.6,7,"Drama","Thriller","11"
"2766",1.3e+07,11.880899,16757163,106,5.5,135,"Music","Drama","8"
"2767",78187536.88,10.131123,NA,84,5.1,163,"Adventure","Comedy","8"
"2768",1.3e+07,5.831302,NA,93,6.1,103,"Comedy","Crime","9"
"2769",1.3e+07,35.522027,48065672,93,5.7,737,"Comedy","NA","3"
"2770",1.3e+07,10.573191,4857367,120,6.8,207,"Drama","Romance","5"
"2771",89811829.64,4.898437,NA,112,5.9,60,"Drama","NA","6"
"2772",1.3e+07,17.632446,1.8e+07,107,5.4,304,"Comedy","Drama","3"
"2773",72419051.1,1.780065,NA,112,6.7,11,"Romance","Drama","1"
"2774",1.5e+07,26.373864,8459458,96,5.9,498,"Drama","Thriller","3"
"2775",1.3e+07,1.647335,9789900,91,4.8,4,"Comedy","Crime","4"
"2776",1.3e+07,12.321302,2636637,125,6.5,138,"Drama","Action","3"
"2778",3e+06,1.279106,1200000,87,4.5,10,"Action","NA","5"
"2779",1.3e+07,3.680896,1151330,110,6.4,60,"Drama","NA","11"
"2780",79887778.78,2.996284,NA,120,5.6,17,"Drama","Romance","12"
"2781",1.3e+07,10.475368,1784763,91,4.6,243,"Thriller","Horror","7"
"2782",14350531,30.952377,3964682,88,6.3,733,"Action","Comedy","5"
"2783",1e+07,4.267466,303877,127,5.8,45,"Drama","Romance","12"
"2784",1.3e+07,34.532418,68572378,94,6.6,1257,"Crime","Thriller","3"
"2785",97310673.42,6.116436,NA,110,5.8,29,"History","Drama","7"
"2786",99177673.03,1.714972,33082548,90,5.3,34,"Family","Action","7"
"2787",1.3e+07,19.664699,10652035,98,6.4,503,"Comedy","Drama","1"
"2788",1.2e+07,6.537986,55260558,100,7.1,109,"Adventure","Drama","12"
"2789",12500000,13.349012,23367586,120,6.7,137,"Drama","Romance","12"
"2790",83717413.44,6.796079,NA,108,6.9,96,"Drama","Romance","11"
"2791",12500000,35.268557,12281551,120,7.5,749,"Action","Thriller","9"
"2792",3100000,7.453347,NA,111,5.9,92,"Romance","Science Fiction","7"
"2793",12500000,13.939054,10725228,100,7.5,323,"Crime","Drama","9"
"2794",1.3e+07,11.892615,NA,109,6,173,"Crime","Drama","2"
"2795",116283350.2,5.69872,NA,118,6,94,"Drama","Fantasy","4"
"2796",12500000,8.780512,27206120,101,5.4,177,"Horror","Mystery","9"
"2797",131287509.8,4.021389,NA,101,8.4,11,"Adventure","Drama","9"
"2798",1.2e+07,15.817096,11293663,106,7.1,509,"Comedy","Romance","10"
"2799",12500000,34.821223,20416563,94,7.7,1451,"War","Drama","5"
"2800",12800000,22.022228,40031879,140,7.6,377,"Drama","Crime","5"
"2801",53756318.83,0.139384,NA,132,6.2,25,"Drama","Romance","12"
"2802",12500000,2.950618,1227324,99,7.3,31,"Crime","Drama","1"
"2803",1.5e+07,7.497306,5024782,90,5.8,84,"Comedy","Drama","9"
"2804",2e+07,26.396191,31327899,105,6.3,1150,"Action","Comedy","9"
"2805",12500000,6.546037,1083683,108,6,94,"Crime","Comedy","9"
"2806",12300000,28.670193,84460846,69,7,640,"Animation","Adventure","11"
"2807",1e+08,9.572705,15,140,7.4,133,"Action","Adventure","2"
"2808",12500000,0.903529,3878993,118,6.3,30,"Drama","Family","4"
"2812",12516654,11.103202,8109160,78,7.6,142,"Animation","Comedy","12"
"2813",2.5e+07,15.26213,79817939,94,5.6,304,"Action","Adventure","12"
"2814",1.2e+07,6.035152,96070507,122,6.9,281,"Comedy","Romance","4"
"2815",1.2e+07,10.297189,75781642,102,6.2,137,"Comedy","Drama","4"
"2816",1.2e+07,22.434102,96800000,113,7.3,675,"Action","Adventure","6"
"2817",1.5e+07,41.249004,107217396,86,6.4,1648,"Comedy","Mystery","2"
"2818",1.2e+07,23.161754,79567667,114,7,504,"Thriller","Science Fiction","6"
"2819",1.2e+07,19.195399,68706993,113,7,375,"Crime","Drama","2"
"2820",1.2e+07,21.958055,81272766,110,6.3,417,"Action","Thriller","2"
"2821",1.2e+07,45.477802,114194847,104,6.7,1060,"Music","Drama","8"
"2822",1.2e+07,12.60629,NA,81,6.5,168,"Animation","Comedy","12"
"2823",1.2e+07,40.631671,39673162,154,7.3,1514,"Comedy","Crime","12"
"2824",1.2e+07,26.219598,43493123,107,6.2,497,"Comedy","Adventure","4"
"2826",1.2e+07,3.389249,30400000,132,6.2,51,"Music","Drama","11"
"2827",5e+06,14.779537,42365581,116,6.6,249,"Family","Fantasy","7"
"2828",1.2e+07,6.703319,61141030,93,4.7,158,"Action","Adventure","2"
"2829",1.2e+07,49.070321,1e+08,88,6.5,1564,"Comedy","Crime","3"
"2830",1.2e+07,21.933822,89800000,172,7.3,323,"Drama","History","1"
"2831",1.2e+07,20.624896,52223306,96,6.6,435,"Horror","Thriller","8"
"2832",1.2e+07,8.083995,40855419,89,5.5,339,"Horror","Science Fiction","10"
"2833",1.2e+07,11.135734,56309766,98,5.5,281,"Drama","Horror","2"
"2834",1.2e+07,4.623609,31179516,97,4.7,30,"Comedy","Family","4"
"2835",1.2e+07,11.510281,31155435,93,6.3,218,"Comedy","NA","12"
"2836",68259555.61,15.085981,27281507,85,7.2,212,"Comedy","Family","12"
"2837",1.2e+07,18.422327,56298474,123,7.3,383,"Drama","Romance","8"
"2838",1.2e+07,8.410688,32726956,93,6.5,85,"Documentary","Music","6"
"2840",1.2e+07,18.422008,22921898,121,6.9,439,"Drama","Crime","9"
"2841",77688358.81,15.896312,25434291,102,6.3,210,"Drama","Comedy","12"
"2842",1.2e+07,8.61659,5.4e+07,102,5.4,25,"Horror","Science Fiction","1"
"2843",1.2e+07,6.044161,21133087,99,6.5,330,"Horror","Mystery","9"
"2844",1.2e+07,29.019504,100129872,98,7.4,579,"Drama","NA","11"
"2845",45761467.12,6.2464,NA,118,6.4,72,"Comedy","Drama","1"
"2846",75974141.26,5.315213,NA,125,6.6,101,"Horror","Drama","10"
"2847",1.2e+07,16.931846,23006849,104,5.8,364,"Fantasy","Romance","3"
"2849",61748028.17,4.480167,51,86,4.3,15,"Comedy","NA","1"
"2850",1.2e+07,29.223881,17654912,115,7.4,636,"Drama","Adventure","9"
"2851",77393579.61,7.710797,NA,92,6.7,94,"Horror","Comedy","1"
"2852",1.2e+07,1.081822,17292381,86,5.4,33,"Comedy","Family","10"
"2853",1.2e+07,16.183746,22939027,94,5.6,364,"Comedy","Drama","12"
"2854",1.2e+07,47.992817,42931041,88,6.6,1151,"Action","Thriller","8"
"2855",83563690.5,1.20245,13960203,93,5.3,8,"Comedy","Romance","8"
"2856",1.2e+07,0.700792,12902790,100,5.3,11,"Comedy","Drama","10"
"2857",81655904.93,10.409253,21520719,100,6.1,99,"Comedy","Drama","5"
"2858",75826227.82,14.345428,NA,113,6.1,163,"Drama","NA","10"
"2859",1.2e+07,6.803763,NA,122,6.4,110,"Romance","Crime","3"
"2860",106581947.3,19.944479,31466789,101,6.4,377,"Drama","Romance","8"
"2861",1.4e+07,26.967494,8.5e+07,149,7.9,613,"Action","Drama","9"
"2862",1.2e+07,3.444542,NA,93,4.6,47,"Comedy","NA","3"
"2864",114395441.2,21.064082,92863945,119,7.1,439,"Adventure","Drama","5"
"2865",1.2e+07,16.40512,35485056,100,6.1,294,"Drama","Thriller","9"
"2866",1.2e+07,32.940597,32248241,106,6.4,933,"Science Fiction","Thriller","1"
"2867",1.2e+07,13.427427,NA,109,6.9,86,"Drama","History","12"
"2868",106545055.9,5.359381,NA,81,4.9,23,"Action","Comedy","5"
"2869",8e+06,8.708229,6739141,95,5.7,168,"Action","Thriller","9"
"2870",1.2e+07,4.330428,5542025,86,5.9,43,"Comedy","Drama","11"
"2871",70108907.02,7.594593,NA,113,6,111,"Drama","Comedy","9"
"2872",1.2e+07,4.770195,6754898,116,5.8,78,"Drama","Comedy","10"
"2873",1.2e+07,1.623338,4922166,90,3,23,"Comedy","Romance","6"
"2874",1.2e+07,2.993939,4939939,108,5.7,16,"Comedy","NA","3"
"2875",1.2e+07,10.536092,23,119,4.6,89,"Mystery","Thriller","9"
"2876",1.2e+07,8.290636,3148182,110,6.6,154,"Drama","Romance","11"
"2877",99536682.65,3.603842,NA,109,6,22,"Comedy","Drama","9"
"2878",1.1e+07,27.65527,88489643,119,6.7,537,"Horror","Drama","7"
"2879",93368274.46,1.379643,NA,100,6.8,4,"Adventure","Crime","11"
"2880",1.2e+07,9.164386,NA,100,6.9,141,"Comedy","Horror","3"
"2881",1.2e+07,9.779444,NA,97,6.5,225,"Comedy","Drama","2"
"2882",12400000,32.523573,8371085,142,7.3,720,"Comedy","Drama","5"
"2883",81241853.93,2.24888,NA,104,6.4,53,"Comedy","Drama","6"
"2884",1.2e+07,27.322212,12077441,99,6.5,882,"Drama","Horror","2"
"2885",1.2e+07,12.664787,19271312,129,6.9,206,"Fantasy","Drama","5"
"2886",1.2e+07,3.004432,NA,90,6.1,38,"Crime","Drama","9"
"2887",1.2e+07,4.795244,NA,100,6.9,41,"Adventure","Drama","4"
"2888",1.2e+07,5.841285,1644755,111,6.5,84,"Drama","Romance","9"
"2889",1.2e+07,5.327714,15250000,114,6.8,107,"Crime","Drama","9"
"2890",1200000,3.582733,NA,86,6.2,50,"Comedy","NA","5"
"2891",53811266.87,2.678715,NA,107,6.1,9,"Comedy","Drama","10"
"2892",8e+06,9.728143,NA,90,6.1,88,"Thriller","Drama","9"
"2893",78784173.57,2.303865,NA,103,5.3,22,"Drama","Romance","4"
"2894",1.2e+07,11.237374,NA,120,6.8,67,"Drama","Thriller","1"
"2895",76352804.65,1.906807,NA,140,6.5,28,"War","Drama","2"
"2896",1.2e+07,2.695896,NA,110,5.2,28,"Comedy","NA","2"
"2897",74086504.03,1.416796,NA,95,4.8,13,"Comedy","Drama","12"
"2898",7500000,11.636883,NA,95,6.7,192,"Thriller","Science Fiction","10"
"2899",1.2e+07,4.793348,10652498,132,7.6,55,"Drama","History","4"
"2900",1.9e+07,0.738652,2570000,89,3,3,"Animation","Family","1"
"2901",1.2e+07,5.158067,11212294,131,6.3,59,"Science Fiction","NA","12"
"2902",2e+07,5.727602,17479,113,5.8,62,"War","Drama","4"
"2903",1.2e+07,25.496926,NA,99,6.9,612,"Horror","NA","10"
"2904",1200000,0.489271,NA,111,4.3,5,"Drama","NA","11"
"2905",1.2e+07,11.150261,101332962,99,6,229,"Drama","NA","4"
"2907",1.02e+08,0.186234,NA,89,4.3,2,"Drama","Romance","10"
"2908",11500000,20.747994,57469467,103,6.4,407,"Drama","Horror","4"
"2909",97164686.29,2.930853,NA,134,7.5,20,"Drama","NA","4"
"2910",11500000,4.75919,NA,101,5.5,29,"Drama","NA","2"
"2911",95649405.75,0.753362,NA,130,6.3,5,"Drama","History","8"
"2912",1.1e+07,45.072136,153083102,106,6.9,1596,"Fantasy","Horror","6"
"2914",11500000,56.805781,94073028,102,5.7,1406,"Comedy","NA","1"
"2915",1.1e+07,12.854853,111858363,197,7.4,247,"Drama","Romance","12"
"2916",90683116.03,14.637357,NA,112,7.1,242,"Adventure","Crime","10"
"2917",99337360.33,21.801188,NA,116,6.2,821,"Comedy","Drama","10"
"2918",2.5e+07,31.019381,93617009,116,7.2,1486,"Drama","NA","12"
"2919",1.1e+07,11.227087,72778712,95,6.4,298,"Action","Comedy","9"
"2920",1.1e+07,19.231507,64088552,120,7.3,384,"Comedy","Drama","3"
"2921",1.1e+07,31.162838,78874843,106,7.3,1368,"Drama","NA","8"
"2922",1.2e+07,3.94487,NA,96,3.9,74,"Action","Comedy","5"
"2923",1.1e+07,7.559192,49797148,107,6.6,217,"Comedy","NA","2"
"2924",91326040.71,7.377587,NA,101,5.6,142,"Comedy","Family","12"
"2925",1.3e+07,38.018085,97837138,81,6.7,1062,"Thriller","Drama","9"
"2926",1.1e+07,33.283554,41227069,101,7.5,1018,"Drama","Romance","1"
"2927",1.1e+07,15.864928,39363635,122,7.3,337,"Drama","NA","12"
"2928",10500000,23.449703,75902208,97,6.6,827,"Drama","Romance","3"
"2929",1.1e+07,31.900899,68233629,90,6,722,"Horror","Mystery","10"
"2930",1.1e+07,14.282314,31672907,92,6.5,204,"Comedy","NA","6"
"2931",1.1e+07,7.645979,38105395,114,7.4,158,"Adventure","NA","9"
"2932",1.1e+07,3.495758,23978402,86,4.1,54,"Action","Comedy","10"
