"","budget","id","original_language","popularity","revenue","runtime","status","title","vote_average","vote_count","genre_1","genre_2","prodcomp_1","prodcount_1","release_year","release_month"
"1854",2e+07,29427,"en",28.867568,54956140,101,"Released","The Crazies",6.2,633,"Mystery","Horror","Penn Station Entertainment","United States of America",2010,"02"
"1855",91164430.4715616,244114,"zh",3.376967,NA,110,"Released","Firestorm",5.9,43,"Action","Crime","Focus Films","Hong Kong",2013,"12"
"1856",2.5e+07,2669,"en",7.436491,8613462,132,"Released","The Bounty",6.5,108,"Action","Drama","Dino De Laurentiis Company","United States of America",1984,"05"
"1857",86010069.6976425,203833,"en",57.84156,76586316,131,"Released","The Book Thief",7.4,1486,"Drama",NA,"Studio Babelsberg","Germany",2013,"11"
"1858",1.9e+07,13523,"en",17.952817,18755936,109,"Released","Sex Drive",6,342,"Comedy","Adventure","Summit Entertainment, LLC","United States of America",2008,"10"
"1859",1.9e+07,25195,"en",21.959742,29922472,100,"Released","Leap Year",6.4,465,"Romance","Comedy","Universal Pictures","Ireland",2010,"01"
"1860",1.9e+07,17277,"en",4.229942,4750000,188,"Released","The Fall of the Roman Empire",6,33,"Drama","History","Paramount Pictures","United States of America",1964,"03"
"1861",1.9e+07,50725,"en",11.766564,6928068,97,"Released","Take Me Home Tonight",6.2,208,"Comedy","Drama","Imagine Entertainment","United States of America",2011,"03"
"1862",117192159.234378,82631,"en",2.366251,5310554,121,"Released","Won't Back Down",5.8,40,"Drama",NA,"Gran Via Productions","United States of America",2012,"09"
"1863",1.9e+07,73191,"en",0.068228,2119994,93,"Released","The Nutcracker",5.6,5,"Family","Fantasy","Warner Bros. Family Entertainment","United States of America",1993,"11"
"1864",1.8e+07,22479,"en",5.380733,NA,116,"Released","Kansas City",6.1,12,"Thriller","Drama","Fine Line Features","United States of America",1996,"08"
"1865",84013210.1167222,340611,"en",5.625989,NA,110,"Released","Indignation",6.8,69,"Drama",NA,"Likely Story","United States of America",2016,"07"
"1866",1.9e+07,10065,"en",30.205943,108047131,90,"Released","The Amityville Horror",6,588,"Horror","Thriller","Platinum Dunes","United States of America",2005,"04"
"1867",1.9e+07,2757,"en",26.441669,32801173,114,"Released","Adaptation.",7.3,638,"Comedy","Crime","Beverly Detroit","United States of America",2002,"12"
"1868",1.5e+07,11683,"en",15.262492,46770602,93,"Released","Land of the Dead",6,381,"Horror",NA,"Universal Pictures","Canada",2005,"06"
"1869",146256936.480564,244339,"cn",1.583918,NA,107,"Released","Out of Inferno",5.8,11,"Action",NA,"Sun Entertainment Culture","Hong Kong",2013,"03"
"1870",18500000,1878,"en",44.511363,10680275,118,"Released","Fear and Loathing in Las Vegas",7.2,1301,"Adventure","Drama","Universal Pictures","United States of America",1998,"05"
"1871",18500000,23082,"en",16.665841,31912793,100,"Released","The Invention of Lying",6,518,"Comedy","Romance","Media Rights Capital","United States of America",2009,"09"
"1872",1.8e+07,2280,"en",20.716023,151668774,104,"Released","Big",6.9,993,"Fantasy","Drama","Gracie Films","United States of America",1988,"06"
"1873",1.8e+07,496,"en",29.487784,261572744,82,"Released","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",6.5,1579,"Comedy",NA,"Twentieth Century Fox Film Corporation","United States of America",2006,"11"
"1874",1.8e+07,8835,"en",25.43954,141774679,96,"Released","Legally Blonde",6.1,882,"Comedy",NA,"Marc Platt Productions","United States of America",2001,"07"
"1875",1.8e+07,157,"en",15.314027,8.7e+07,105,"Released","Star Trek III: The Search for Spock",6.4,434,"Science Fiction","Action","Paramount Pictures","United States of America",1984,"05"
"1876",1.9e+07,8643,"en",32.602868,144216468,122,"Released","The Exorcism of Emily Rose",6.3,659,"Crime","Drama","Lakeshore Entertainment","United States of America",2005,"09"
"1877",1.7e+07,10402,"en",9.832326,65535067,88,"Released","Deuce Bigalow: Male Gigolo",5.5,308,"Comedy",NA,"Happy Madison Productions","United States of America",1999,"12"
"1878",1.6e+07,218043,"en",33.452469,19682924,110,"Released","Left Behind",3.7,392,"Thriller","Action","Stoney Lake Entertainment","United States of America",2014,"10"
"1879",75771190.698887,9043,"en",14.190837,NA,103,"Released","The Family Stone",6.2,249,"Comedy","Drama","Fox 2000 Pictures","United States of America",2005,"12"
"1880",1.8e+07,21301,"en",6.501815,65070412,106,"Released","Barbershop 2:  Back in Business",5.6,74,"Comedy","Drama","Metro-Goldwyn-Mayer (MGM)","United States of America",2004,"01"
"1881",2.3e+07,10147,"en",26.58873,76488889,91,"Released","Bad Santa",6.5,656,"Drama","Comedy","Columbia Pictures","Germany",2003,"11"
"1882",16500000,816,"en",36.15716,67683989,94,"Released","Austin Powers: International Man of Mystery",6.5,1013,"Science Fiction","Comedy","New Line Cinema","Germany",1997,"05"
"1883",1.8e+07,302688,"en",16.027955,88923251,94,"Released","My Big Fat Greek Wedding 2",5.5,322,"Romance","Comedy","Universal Pictures","Canada",2016,"03"
"1884",2.1e+07,60307,"en",14.329891,72417394,99,"Released","Diary of a Wimpy Kid: Rodrick Rules",6.3,238,"Family","Comedy","Fox 2000 Pictures","United States of America",2011,"03"
"1885",1.8e+07,279,"en",31.82675,51973029,160,"Released","Amadeus",7.8,1076,"Drama","History","Warner Bros.","United States of America",1984,"10"
"1886",129924459.650985,8617,"en",9.642041,14796236,88,"Released","Prom Night",4.8,167,"Crime","Horror","Alliance Films","United States of America",2008,"04"
"1887",66948400.428236,10934,"en",12.309718,NA,113,"Released","Under the Tuscan Sun",6.4,172,"Comedy","Drama","Timnick Films","Italy",2003,"04"
"1888",19800000,5279,"en",11.693272,87754044,137,"Released","Gosford Park",6.8,246,"Drama","Mystery","USA Films","Germany",2001,"11"
"1889",1.8e+07,10013,"en",12.243887,41382841,103,"Released","Peggy Sue Got Married",5.9,136,"Comedy","Drama","American Zoetrope","United States of America",1986,"10"
"1890",1.8e+07,160588,"en",34.694216,99206215,98,"Released","Blue Jasmine",7,1098,"Comedy","Drama","Perdido Productions","United States of America",2013,"07"
"1891",1.5e+07,9829,"en",17.50138,76286096,111,"Released","United 93",6.9,367,"Drama","History","Universal Pictures","France",2006,"04"
"1892",1.8e+07,10028,"en",18.492655,62646763,94,"Released","Honey",6,303,"Romance","Music","Universal Pictures","United States of America",2003,"11"
"1893",1.8e+07,10535,"en",11.238522,NA,81,"Released","Spy Hard",4.9,147,"Action","Comedy","Hollywood Pictures","United States of America",1996,"05"
"1894",1e+06,790,"en",14.518598,21378361,89,"Released","The Fog",6.4,311,"Horror",NA,"AVCO Embassy Pictures","United States of America",1980,"02"
"1895",1.8e+07,43959,"en",19.234672,47088990,106,"Released","Soul Surfer",6.9,342,"Action","Drama","Mandalay Pictures","United States of America",2011,"04"
"1896",1.8e+07,10364,"en",4.504377,24911670,121,"Released","Catch-22",6.7,72,"War","Comedy","Paramount Pictures","United States of America",1970,"06"
"1897",161320461.474125,16991,"en",10.529143,24007324,86,"Released","Observe and Report",5.6,225,"Comedy","Crime","Legendary Pictures","United States of America",2009,"04"
"1898",1.8e+07,9610,"en",18.379124,1e+08,103,"Released","Conan the Destroyer",5.8,383,"Adventure","Fantasy","De Laurentiis Entertainment Group","United States of America",1984,"06"
"1899",1.8e+07,1578,"en",35.524457,2.3e+07,129,"Released","Raging Bull",7.7,938,"Drama",NA,"United Artists","United States of America",1980,"11"
"1900",1.8e+07,25643,"en",13.472365,36133014,109,"Released","Love Happens",5.6,180,"Drama","Romance","Universal Pictures","Canada",2009,"09"
"1901",1.8e+07,11904,"en",8.321586,NA,109,"Released","Young Sherlock Holmes",6.7,167,"Action","Adventure","Paramount Pictures","United States of America",1985,"12"
"1902",174317721.219102,28665,"en",7.668063,NA,107,"Released","Fame",5.5,135,"Music","Comedy","United Artists","United States of America",2009,"01"
"1903",72235163.9015567,10569,"en",11.423533,NA,94,"Released","Small Time Crooks",6.4,155,"Action","Comedy","DreamWorks SKG","United States of America",2000,"05"
"1904",1.8e+07,10560,"en",6.961736,17200925,115,"Released","Center Stage",6.8,90,"Drama","Music","Columbia Pictures","United States of America",2000,"05"
"1905",1.7e+07,333348,"en",9.191187,2.4e+07,107,"Released","Love the Coopers",5.4,167,"Comedy","Family","Imagine Entertainment","United States of America",2015,"11"
"1906",1.8e+07,20483,"en",4.492859,16702864,92,"Released","Catch That Kid",4.9,76,"Family","Action","Fox 2000 Pictures","United States of America",2004,"02"
"1907",1.8e+07,11457,"en",5.706767,NA,125,"Released","Life as a House",7.2,120,"Drama",NA,"New Line Cinema","United States of America",2001,"10"
"1908",3e+07,321697,"en",53.670525,34441873,122,"Released","Steve Jobs",6.8,1573,"Drama","History","Universal Pictures","United States of America",2015,"10"
"1909",1.8e+07,19840,"en",14.15192,NA,102,"Released","I Love You, Beth Cooper",5.1,197,"Comedy","Romance","Ingenious Film Partners","Canada",2009,"07"
"1910",1.8e+07,22327,"en",13.462544,NA,87,"Released","Youth in Revolt",5.9,319,"Drama","Comedy","Dimension Films","United States of America",2009,"09"
"1911",1.8e+07,38665,"en",11.725805,2945600,98,"Released","The Legend of the Lone Ranger",3.7,14,"Action","Adventure","ITC Entertainment","United States of America",1981,"08"
"1912",2.1e+07,2575,"en",7.047975,28008462,109,"Released","The Tailor of Panama",6.2,92,"Drama","Thriller","Columbia Pictures","Ireland",2001,"02"
"1913",1.8e+07,11644,"en",13.628601,1.2e+07,108,"Released","Blow Out",7.3,236,"Drama","Mystery","Cinema 77","United States of America",1981,"07"
"1914",1.8e+07,146227,"en",16.520516,10501938,90,"Released","Getaway",4.9,246,"Action","Crime","Dark Castle Entertainment","Bulgaria",2013,"08"
"1915",1.8e+07,68924,"en",14.916264,8038061,112,"Released","The Ice Storm",6.9,176,"Drama",NA,"Fox Searchlight Pictures","France",1997,"09"
"1916",1.8e+07,253235,"en",9.633711,25312387,94,"Released","And So It Goes",5.7,164,"Comedy","Drama","Castle Rock Entertainment","United States of America",2014,"07"
"1917",71006021.3109601,22102,"en",3.455018,NA,105,"Released","Troop Beverly Hills",5.6,56,"Adventure","Comedy","Columbia Pictures","United States of America",1989,"03"
"1918",98684717.3797387,18701,"en",1.946634,NA,104,"Released","Being Julia",6.4,23,"Comedy","Drama","Serendipity Point Films",NA,2004,"09"
"1919",1.7e+07,10068,"en",12.313143,6735922,117,"Released","Nine 1/2 Weeks",5.8,177,"Drama","Romance","Metro-Goldwyn-Mayer (MGM)","United States of America",1986,"02"
"1920",1.8e+07,848,"en",3.258422,14110013,108,"Released","Dragonslayer",6.5,67,"Fantasy",NA,"Paramount Pictures","United Kingdom",1981,"06"
"1921",83860063.7627615,36811,"en",3.659292,NA,112,"Released","The Last Station",6.7,55,"Drama","Romance","Zephyr Films","United Kingdom",2009,"09"
"1922",1.8e+07,522,"en",24.548633,5887457,127,"Released","Ed Wood",7.3,630,"Comedy","Drama","Touchstone Pictures","United States of America",1994,"09"
"1923",1.8e+07,130150,"en",17.683563,20275812,111,"Released","Labor Day",6.7,299,"Drama",NA,"Mr. Mudd Production","United States of America",2013,"12"
"1924",1.8e+07,12246,"ru",10.1449,26527510,120,"Released","Mongol: The Rise of Genghis Khan",6.5,158,"History",NA,"Kinokompaniya CTB","Russia",2007,"09"
"1925",1.8e+07,13809,"en",31.887978,25739015,114,"Released","RockNRolla",6.9,836,"Action","Crime","StudioCanal","United Kingdom",2008,"09"
"1926",76848436.0165931,27380,"en",1.110179,NA,99,"Released","Megaforce",3.5,15,"Adventure","Action","Golden Harvest Company","Hong Kong",1982,"06"
"1927",91105272.3159952,10549,"en",9.814785,NA,242,"Released","Hamlet",7.3,117,"Drama",NA,"Castle Rock Entertainment","United Kingdom",1996,"12"
"1928",2.5e+07,33870,"en",1.876811,20719451,117,"Released","Mao's Last Dancer",6.8,28,"Drama","Romance","Great Scott Productions Pty. Ltd.","Australia",2009,"10"
"1929",1.8e+07,245703,"en",32.717853,6212282,112,"Released","Midnight Special",6.2,694,"Adventure","Drama","Warner Bros.","United States of America",2016,"02"
"1930",57248054.1108951,10739,"en",8.945081,NA,108,"Released","Anything Else",6.2,149,"Comedy","Romance","DreamWorks SKG","United Kingdom",2003,"08"
"1931",1.8e+07,127560,"en",13.916583,22309223,116,"Released","The Railway Man",6.7,273,"Drama","History","Archer Street Productions","Australia",2013,"12"
"1932",15238800,37903,"de",17.94739,NA,144,"Released","The White Ribbon",7.2,255,"Crime","Drama","Les Films du Losange","Austria",2009,"05"
"1933",134222524.435394,396152,"en",2.525569,NA,90,"Released","Restoration",5.3,11,"Horror",NA,NA,NA,2016,"05"
"1934",2700000,10017,"en",10.47644,3500000,93,"Released","The Wraith",5.9,108,"Romance","Science Fiction","New Century Entertainment Corporation","United States of America",1986,"11"
"1935",1.8e+07,11468,"en",10.991281,676698,103,"Released","Salton Sea",7,104,"Drama","Mystery","Castle Rock Entertainment","United States of America",2002,"01"
"1936",1.8e+07,193613,"en",7.871686,7972967,93,"Released","Metallica: Through the Never",6.7,83,"Music",NA,"Exclusive Media Group","United States of America",2013,"09"
"1937",1.8e+07,17436,"en",6.333869,382174,98,"Released","The Informers",4.4,60,"Drama",NA,"Senator Entertainment Co","Germany",2008,"11"
"1938",1.8e+07,43434,"en",1.138383,871279,338,"Released","Carlos",6.7,50,"Crime","Drama","Egoli Tossell Film AG","France",2010,"05"
"1939",1.8e+07,31166,"en",8.266124,NA,114,"Released","I Come with the Rain",5.6,20,"Thriller","Drama","Central-Europa Film","France",2009,"05"
"1940",115785907.319186,69848,"en",0.910529,NA,121,"Released","One Man's Hero",9.3,2,"Western","Action","Filmax","United States of America",1999,"08"
"1941",3500000,8408,"en",18.025206,3.4e+07,96,"Released","Day of the Dead",6.9,270,"Horror","Science Fiction","Dead Films","United States of America",1985,"07"
"1942",1.8e+07,332411,"en",10.144222,NA,92,"Released","I Am Wrath",4.5,179,"Action","Crime","Patriot Pictures","United States of America",2016,"04"
"1943",1.8e+07,9389,"fr",9.244181,1831348,105,"Released","Renaissance",6.7,77,"Action","Animation","Onyx Films","France",2006,"03"
"1944",17900000,9626,"en",12.752463,6948633,89,"Released","Red Sonja",5,206,"Adventure","Fantasy","Famous Films (II)","Netherlands",1985,"04"
"1945",1.4e+07,75638,"en",22.748174,13551174,119,"Released","Red Lights",6,376,"Thriller",NA,"First Generation Films","Spain",2012,"03"
"1946",73468973.6625683,15670,"en",3.107371,90508336,103,"Released","Madea Goes to Jail",6.4,52,"Comedy","Crime","Lions Gate Films","United States of America",2009,"02"
"1947",1.8e+07,290555,"en",7.922639,NA,90,"Released","Wolves",5.7,82,"Horror","Action","Copperheart Entertainment","Canada",2014,"08"
"1948",2.3e+07,8328,"en",28.973074,150816700,98,"Released","Step Up 2: The Streets",6.5,640,"Music","Drama","Summit Entertainment","United States of America",2008,"02"
"1949",1.5e+07,10982,"en",23.980329,51053787,80,"Released","Hoodwinked!",5.9,479,"Animation","Comedy","The Weinstein Company","United States of America",2005,"12"
"1950",17500000,205,"en",28.60542,3.8e+07,121,"Released","Hotel Rwanda",7.5,793,"Drama","History","Lions Gate Films","Canada",2004,"09"
"1951",2.4e+07,1620,"en",42.669304,99965753,89,"Released","Hitman",5.9,966,"Action","Crime","Twentieth Century Fox Film Corporation","France",2007,"11"
"1952",17500000,175541,"en",7.180403,7018189,93,"Released","Black Nativity",5.8,16,"Drama","Music","Fox Searchlight Pictures","United States of America",2013,"11"
"1953",1.8e+07,241254,"en",21.638673,266586800,93,"Released","The Prince",4.6,218,"Thriller","Action","Grindstone Entertainment Group","United States of America",2014,"08"
"1954",103740676.977695,31932,"en",2.64486,NA,116,"Released","City of Ghosts",5.4,18,"Thriller",NA,NA,"United States of America",2002,"01"
"1955",103237365.623687,1933,"en",25.881355,NA,101,"Released","The Others",7.4,1660,"Horror","Drama","Cruise/Wagner Productions","Spain",2001,"08"
"1956",1.7e+07,11113,"en",20.786616,72070731,170,"Released","My Fair Lady",7.4,352,"Drama","Family","Warner Bros.","United States of America",1964,"10"
"1957",1.7e+07,3597,"en",27.654472,125586134,100,"Released","I Know What You Did Last Summer",5.6,687,"Horror","Thriller","Columbia Pictures Corporation","United States of America",1997,"10"
"1958",1.6e+07,9675,"en",23.425431,109502303,126,"Released","Sideways",6.9,478,"Comedy","Drama","Fox Searchlight Pictures","United States of America",2004,"10"
"1959",17500000,9988,"en",14.304444,19179969,110,"Released","Beerfest",5.8,172,"Comedy",NA,"Broken Lizard Industries","United States of America",2006,"08"
"1960",3e+05,948,"en",30.301307,7e+07,91,"Released","Halloween",7.4,1035,"Horror","Thriller","Compass International Pictures","United States of America",1978,"10"
"1961",1.7e+07,21765,"en",3.56033,NA,87,"Released","Good Boy!",4.7,30,"Comedy","Family","Jim Henson Pictures","United States of America",2003,"10"
"1962",1.7e+07,146304,"en",7.210095,71625195,123,"Released","The Best Man Holiday",6.7,110,"Comedy",NA,"Universal","United States of America",2013,"11"
"1963",1.7e+07,7516,"en",23.491962,57103895,109,"Released","Smokin' Aces",6.4,534,"Action","Comedy","Universal Pictures","France",2006,"12"
"1964",2e+07,41439,"en",36.133536,136150434,90,"Released","Saw: The Final Chapter",5.8,730,"Horror","Crime","Lionsgate","Canada",2010,"10"
"1965",1.7e+07,2752,"en",14.18136,NA,94,"Released","40 Days and 40 Nights",5.2,297,"Comedy","Romance","Miramax Films","United States of America",2002,"03"
"1966",1.7e+07,9429,"en",12.709227,30331165,81,"Released","A Night at the Roxbury",5.9,198,"Comedy",NA,"Paramount Pictures","United States of America",1998,"10"
"1967",1.7e+07,38117,"en",24.054062,43165571,86,"Released","Beastly",6,849,"Drama","Fantasy","CBS Films","United States of America",2011,"01"
"1968",1.5e+07,9792,"en",35.107857,69623713,107,"Released","The Hills Have Eyes",6.1,705,"Horror","Thriller","Fox Searchlight Pictures","France",2006,"03"
"1969",107475968.092806,13778,"en",10.149569,NA,98,"Released","Dickie Roberts: Former Child Star",5.1,64,"Comedy",NA,"Paramount Pictures","United States of America",2003,"09"
"1970",141267343.723223,228203,"en",14.023082,45710059,128,"Released","McFarland, USA",7.4,213,"Drama",NA,"Walt Disney Pictures","United States of America",2015,"02"
"1971",113531005.233418,41382,"en",9.054803,NA,99,"Released","Lottery Ticket",5.6,54,"Comedy",NA,"Cube Vision","United States of America",2010,"08"
"1972",2e+07,13960,"en",5.422285,21170563,105,"Released","ATL",6,32,"Drama",NA,"Warner Bros.","United States of America",2006,"03"
"1973",3.4e+07,26602,"en",3.960098,19693891,108,"Released","Summer Catch",4.8,63,"Drama","Comedy","Tollin/Robbins Productions","United States of America",2001,"08"
"1974",81168680.3505238,10223,"en",10.178917,NA,121,"Released","A Simple Plan",6.9,187,"Drama","Crime","Paramount Pictures","United States of America",1998,"12"
"1975",1.7e+07,16028,"en",4.544216,NA,89,"Released","They",4.6,74,"Horror","Thriller","Dimension Films","United States of America",2002,"11"
"1976",167390765.306583,15639,"en",2.184708,NA,89,"Released","Larry the Cable Guy: Health Inspector",3.3,17,"Comedy",NA,"Parallel Pictures","United States of America",2006,"03"
"1977",96660320.0848667,16112,"en",3.09159,NA,73,"Released","The Adventures of Elmo in Grouchland",6.3,14,"Family",NA,"Columbia Pictures","United States of America",1999,"10"
"1978",1.7e+07,26390,"en",18.790102,29536299,133,"Released","Brooklyn's Finest",6.2,293,"Crime","Drama","Nu Image Films","United States of America",2009,"01"
"1979",1.7e+07,27759,"en",3.321095,1e+07,154,"Released","55 Days at Peking",6.3,36,"Action","Drama","Allied Artists Pictures","United States of America",1963,"05"
"1980",1.7e+07,109428,"en",33.912116,97542952,91,"Released","Evil Dead",6.4,1723,"Horror",NA,"TriStar Pictures","United States of America",2013,"04"
"1981",1.7e+07,23049,"en",5.787891,20455276,95,"Released","My Life in Ruins",5.6,101,"Comedy","Romance","Fox Searchlight Pictures","Greece",2009,"02"
"1982",1.7e+07,9310,"en",7.864011,7314027,107,"Released","American Dreamz",4.9,95,"Comedy","Drama","Universal Pictures","United States of America",2006,"03"
"1983",1.7e+07,11411,"en",17.062117,19300000,90,"Released","Superman IV: The Quest for Peace",4.1,318,"Action","Adventure","Cannon Films","United Kingdom",1987,"07"
"1984",68314305.9232507,16988,"en",1.782666,NA,94,"Released","How She Move",3,6,"Drama",NA,"MTV Films","Canada",2008,"01"
"1985",1.7e+07,7304,"en",19.311572,9500000,122,"Released","Running Scared",7,331,"Action","Crime","International Production Company","Germany",2006,"01"
"1986",79235081.8447863,24747,"en",2.897449,NA,120,"Released","Bobby Jones: Stroke of Genius",5.5,19,"Drama",NA,"Dean River Productions","United States of America",2004,"04"
"1987",1.7e+07,58048,"en",0.138564,NA,97,"Released","Shanghai Surprise",2.9,15,"Adventure",NA,"HandMade Films","United Kingdom",1986,"08"
"1988",4e+07,1491,"en",36.960953,86915017,110,"Released","The Illusionist",7.1,1615,"Fantasy","Drama","Michael London Productions","Czech Republic",2006,"08"
"1989",1.7e+07,2989,"en",1.15641,2e+06,102,"Released","Roar",5.6,19,"Adventure","Thriller","American Filmworks","United States of America",1981,"11"
"1990",1.7e+07,10629,"en",9.583578,1569918,98,"Released","Veronica Guerin",6.8,59,"Drama","Crime","Jerry Bruckheimer Films","Ireland",2003,"07"
"1991",1.7e+07,255343,"en",25.112567,3758328,120,"Released","Escobar: Paradise Lost",6.1,271,"Thriller","Romance","Nexus Factory","Belgium",2014,"10"
"1992",1.7e+07,4723,"en",9.349386,374743,144,"Released","Southland Tales",5.2,153,"Action","Adventure","Universal Pictures","Germany",2006,"05"
"1993",1.5e+07,10800,"fr",8.884405,NA,80,"Released","Dragon Hunters",6.5,129,"Animation","Family","Futurikon","France",2008,"03"
"1994",1.7e+07,25763,"en",2.215261,8720000,91,"Released","Damnation Alley",5,27,"Action","Adventure","Twentieth Century Fox Film Corporation","United States of America",1977,"09"
"1995",1.7e+07,79694,"en",6.385234,9627492,82,"Released","The Apparition",4.5,140,"Horror","Thriller","StudioCanal","United States of America",2012,"08"
"1996",16500000,4032,"en",20.935169,NA,102,"Released","My Girl",7,428,"Comedy","Drama","Columbia Pictures","United States of America",1991,"11"
"1997",16800000,18615,"en",4.358255,2281089,122,"Released","Fur: An Imaginary Portrait of Diane Arbus",5.8,73,"Drama","Mystery","River Road Entertainment","United States of America",2006,"08"
"1998",1.5e+07,10673,"en",24.898687,43848069,126,"Released","Wall Street",7,546,"Crime","Drama","Twentieth Century Fox Film Corporation","United States of America",1987,"12"
"1999",16500000,4584,"en",20.898711,1.35e+08,136,"Released","Sense and Sensibility",7.2,352,"Drama","Romance","Columbia Pictures Corporation","United Kingdom",1995,"12"
"2000",16500000,2977,"en",18.236284,37311672,120,"Released","Becoming Jane",6.9,317,"Drama","Romance","Ecosse Films","United Kingdom",2007,"03"
"2001",16500000,10760,"en",10.74648,13620075,108,"Released","Sydney White",6,236,"Comedy",NA,"Morgan Creek Productions","United States of America",2007,"09"
"2002",16500000,11093,"en",12.102725,16942795,126,"Released","House of Sand and Fog",7,199,"Drama",NA,"DreamWorks SKG","United States of America",2003,"12"
"2003",1.6e+07,639,"en",18.430419,92823546,96,"Released","When Harry Met Sally...",7.3,950,"Comedy","Romance","Castle Rock Entertainment","United States of America",1989,"07"
"2004",1.6e+07,24226,"en",7.980632,53977250,129,"Released","The Verdict",7.4,131,"Drama",NA,"Twentieth Century Fox Film Corporation","United States of America",1982,"12"
"2005",1.6e+07,9285,"en",14.759948,119754278,93,"Released","Road Trip",5.9,542,"Comedy","Adventure","DreamWorks SKG","United States of America",2000,"05"
"2006",58477132.9433884,14709,"en",9.229999,NA,106,"Released","Varsity Blues",6,122,"Comedy","Drama","Paramount Pictures","United States of America",1999,"01"
"2007",1.5e+07,74643,"en",29.943316,133432856,100,"Released","The Artist",7.3,1049,"Drama","Comedy","France 3 Cinéma","Belgium",2011,"05"
"2008",1.6e+07,13788,"en",15.788784,76514050,87,"Released","The Unborn",4.8,365,"Horror","Thriller","Rogue Pictures","United States of America",2009,"01"
"2009",1.6e+07,83666,"en",41.083914,68263166,94,"Released","Moonrise Kingdom",7.6,1662,"Comedy","Drama","Scott Rudin Productions","United States of America",2012,"05"
"2010",1.6e+07,10781,"en",21.380635,NA,91,"Released","The Texas Chainsaw Massacre: The Beginning",5.9,402,"Horror",NA,"New Line Cinema","United States of America",2006,"10"
"2011",18500000,318850,"en",1.884558,6490401,120,"Released","The Young Messiah",6.4,30,"Drama",NA,"Focus Features","United States of America",2016,"03"
"2012",54372339.3934089,13908,"en",4.382761,NA,80,"Released","The Master of Disguise",3.7,78,"Comedy","Family","Columbia Pictures","United States of America",2002,"08"
"2013",116887504.849833,39180,"en",6.579017,NA,94,"Released","See Spot Run",4.8,44,"Action","Comedy","Village Roadshow Pictures","Australia",2001,"03"
"2014",1.6e+07,16161,"en",7.854989,29381649,130,"Released","Baby Boy",7.4,55,"Crime","Drama","Columbia Pictures","United States of America",2001,"06"
"2015",1.6e+07,49950,"en",11.807269,40492759,91,"Released","The Roommate",5.3,224,"Thriller","Drama","Vertigo Entertainment","United States of America",2011,"02"
"2016",17700000,10956,"en",15.976335,30987695,91,"Released","Joe Dirt",5.5,242,"Mystery","Adventure","Columbia Pictures","United States of America",2001,"04"
"2017",1.5e+07,9594,"en",10.484642,30102717,110,"Released","Double Impact",5.3,215,"Thriller","Action","Stone Group Pictures","United States of America",1991,"08"
"2018",1.6e+07,13972,"en",8.8321,50007546,114,"Released","The Women",4.6,96,"Comedy","Drama","New Line Cinema","United States of America",2008,"09"
"2019",1.5e+07,5038,"en",32.758254,96408652,96,"Released","Vicky Cristina Barcelona",6.7,1020,"Drama","Romance","The Weinstein Company","United States of America",2008,"08"
"2020",2.5e+07,13491,"sv",6.091033,NA,139,"Released","Arn: The Knight Templar",6.4,76,"Action","Adventure","Danmarks Radio (DR)","Sweden",2007,"12"
"2021",1.6e+07,10571,"en",9.119797,20627372,94,"Released","Boys and Girls",5.4,103,"Comedy","Drama","Punch 21 Productions","United States of America",2000,"06"
"2022",104625185.122085,10994,"en",9.423866,NA,109,"Released","White Oleander",7.2,108,"Drama",NA,"Pandora Filmproduktion","Germany",2002,"10"
"2023",1.6e+07,19994,"en",32.257414,31556061,100,"Released","Jennifer's Body",5.3,837,"Comedy","Horror","Dune Entertainment","United States of America",2009,"09"
"2024",1.6e+07,25166,"en",3.021835,15427192,96,"Released","Drowning Mona",5.4,43,"Comedy","Crime","Code Entertainment","United States of America",2000,"03"
"2025",1.6e+07,30890,"en",7.612849,NA,90,"Released","Radio Days",7,127,"Comedy","Drama","Orion Pictures","United States of America",1987,"01"
"2026",2e+07,23169,"en",36.764666,NA,113,"Released","Remember Me",6.9,948,"Drama","Romance","Summit Entertainment","United States of America",2010,"03"
"2027",37771463.2997304,17403,"en",3.199784,NA,99,"Released","How to Deal",5.7,42,"Drama","Comedy","Golden Mean","United States of America",2003,"07"
"2028",2e+07,12120,"en",9.455596,13854000,108,"Released","My Stepmother is an Alien",5.3,131,"Comedy","Science Fiction","Weintraub Entertainment Group","United States of America",1988,"12"
"2029",2.6e+07,9800,"en",44.301745,206678440,125,"Released","Philadelphia",7.6,988,"Drama",NA,"TriStar Pictures","United States of America",1993,"12"
"2030",1.6e+07,1090,"en",19.890428,18564088,100,"Released","The Thirteenth Floor",6.8,378,"Thriller","Science Fiction","Columbia Pictures","United States of America",1999,"04"
"2031",1.6e+07,18475,"en",0.830596,12,97,"Released","The Cookout",4.6,10,"Comedy","Drama","Cookout Productions","United States of America",2004,"09"
"2032",64417032.1835095,40160,"en",2.637355,NA,107,"Released","Meteor",5.1,36,"Action","Science Fiction","Palladium Productions","United States of America",1979,"10"
"2033",89357373.7622859,18074,"en",2.25453,NA,112,"Released","Duets",5.5,34,"Comedy","Drama","Hollywood Pictures","United States of America",2000,"09"
"2034",1.6e+07,9689,"en",8.711782,NA,112,"Released","Hollywood Ending",6.4,113,"Comedy","Drama","DreamWorks SKG","United States of America",2002,"05"
